title,abstract,author,year,program,institution,firstname_lastname,institution_fullname
RIM-Decay: A deep learning method for clinical prediction.,"The advancement in Electronic Health Records (EHR) and clinical prediction has led to research on effectively predicting patients' health conditions and events to assist medical professionals. A Delay of appropriate medical attention would result in the loss of life. Prediction of early mortality, length of stay, and acute respiratory failure based on vital measurements such as temperatures, blood pressure, heart rate, sugar level, etc., would assist in saving life and cost. EHR records are sparse and noisy; hence patients have varied vital measurements and length of stay. Due to the lack of a unified digital health record-keeping system, high sparsity, noise, and irregularity exist in the Medical Information Mart for Intensive Care - III (MIMIC III) data. One of the most challenging tasks in clinical prediction is data missingness and data variance. In addition, the clinical data has properties such as homeostasis and diminishing effects of vital measurements. In such a case, the traditional data imputation techniques are inappropriate. We introduced a novel deep learning model that consists of a decay mechanism, modular recurrent networks, and a custom loss function that learns minor classes i.e., positive classes. The decay mechanism enables learning from patterns in sparse data. The modular network allows multiple recurrent networks to pick only relevant input based on the attention score at a given time-stamp. The custom class balance loss function is responsible for learning minor classes based on samples provided in a training data set. In our experiment, we have used identical data sets for all modi els. Our proposed model outperformed the state-of-the-art models such as Gated Recurrent Unit (GRU), Long-Short Term Memory (LSTM), Gated Recurrent Unit Decay (GRUD), and Recurrent Independent Mechanism (RIM) on F1-Score, Area under Receiver Operating Curve (AUROC), and Precision Recall Area under Curve (PRAUC).In this project, we presented a novel method for clinical prediction called Recurrent Independent Mechanism Decay (RIM-Decay). We took vital clinical measurements at different time intervals as input and custom loss functions to handle highly imbalanced data for mortality prediction and length of stay.","Basnet, Saroj Kumar.",2022,MSc,Regina,Saroj Basnet,University of Regina
Real-time Evaluation of an Automated Computer Vision System to Monitor Pain Behaviour in Older Adults.,"A large body of literature supports the systematic observation of facial expressions as a tool for assessing pain in both younger and older adults. Such observation is especially critical for older adults who have limited ability to communicate their pain experience due to dementia. While frequent monitoring of pain behaviours in dementia is constrained by resource limitations, computer vision technology has the potential to mitigate these challenges, especially in long-term care environments where many people with severe dementia reside. A computerized algorithm designed to assess pain behaviour in older adults with and without dementia was recently developed and validated against video recorded images. The algorithm was incorporated within an automated system that provided alerts when facial pain expressions were detected. This study conducted the first live, real-time evaluation of the automated pain behaviour detection system with community-dwelling older adults in a laboratory setting. Testing involved a total of 65 participants completing three safely-administered experimentally-induced pain tasks using a thermal pain stimulator. A video camera was used to facilitate recording and automatic processing of facial activity. Pain behaviour detection occurred when systemgenerated pain intensity scores of the facial expressions displayed by participants exceeded a predetermined threshold score. When the incidence of facial pain expression occurred, an electronic notification (e.g., email and a signal light) was generated as notifications of pain behaviour detection. Participants completed continuous self-report pain intensity ratings during the thermal pain tasks. Receiver Operating Characteristic curve analyses were used to determine the sensitivity and specificity of the system in identifying pain- and non-pain facial expressions using gold standard manual coding completed by trained coders. Gender differences were also explored in relation to system performance. Correlational procedures were used to evaluate the relationship between pain intensity scores generated by the system, continuous self-report pain ratings, observational pain coding, and stimulus temperatures. This study supported the potential viability of the automated pain behaviour detection system in correctly identifying live, real-time instances of facial pain expressions in older adults. System-generated pain behaviour scoring achieved a maximal greater correlation with gold standard manual coding compared to prior testing using video-recordings. Specifically, system performance improved when more intense facial pain expressiveness was considered compared to more subtle facial expressions at lower pain intensities. In comparing system scoring to manual coding, there was not a one-to-one correspondence in coding but a range of comparative values that varied from participant to participant. Correlational analyses showed that continuous self-report pain ratings were weakly correlated with system scoring and manual coding. While average pain scores remained homogenous across genders, results suggested that the system performed better at identifying pain expressions for women compared to men. As expected, the pain-related facial movements of brow lowering and levator contraction were unique predictors of system-generated scores. Future evaluations of the system involving field trials in long-term care settings with older clinical populations would further elucidate the performance of the system. This technology is expected to aid in the assessment of pain in people living with dementia while addressing resource constraints in long-term care environments and reduce burden for caregivers. Keywords: Pain, aging, technology, older adults, computer vision, dementia.","Stopyn, Rhonda Jennifer Nicole.",2024,PhD,Regina,Rhonda Stopyn,University of Regina
Relative state and decision making under risk.,"The recently developed (and mathematically formalized) relative state model of risk-taking suggests that individuals are motivated by two non-independent pathways to risk-taking: a need-based pathway, wherein risk-taking is the preferable course of action because a non-risky decision fails to meet an individual's needs; and an ability-based pathway, wherein risk-taking is the preferable course of action because individuals are in such a good state that taking risks offers a higher expected value than non-risky alternatives. I tested the predictive value of the relative state model using a modified version of the Ecological Decision Task (ECO Task; Mishra & Lalumière, 2010), which asked participants to 'forage' apples from trees which differ in the outcome variance associated with the outcomes, such that the yellow tree provides 10 or 11 apples each time, whereas the blue tree provides between four and 17 apples. Participants chose from the two trees in hopes of meeting some need-threshold that ranged from needing four apples to needing 31 apples. I separated participants into three conditions: a poor-state condition where participants needed many apples to meet their need; a moderate-state condition where participants needed a moderate number of apples to meet their need; and a good-state condition where participants needed a small number of apples to meet their need. I predicted that those in the poor-state and good-state conditions would choose the riskier (blue) tree more often than those in the moderate-state condition. I tested the results using a Kruskal-Wallis test (N = 293) and found support for the need-based (Obs. Diff. = 74.48, Crit. Diff. = 29.20), but not ability-based (Obs. Diff. = 5.41, Crit. Diff. = 29.06) pathway. Exploratory analyses elucidated many causal, decision-level variables, while also highlighting limitations with the study of risk-taking. I discuss implications for the relative state model, future research using the experimental task from the current study, and risk-taking research in the discussion.","Fogg, Cody Joseph.",2022,MSc,Regina,Cody Fogg,University of Regina
"Role of erythritol catabolism by Rhizobium johnstonii in the rhizospheres of lentil, pea, and vetch.","Legumes are known for their high protein content and ability to improve soil fertility. They form a symbiotic relationship with rhizobia through exchange of signaling molecules and plant exudates, such as carbon sources, which, in turn, enable biological nitrogen fixation through the formation of nodules. In the rhizosphere, the environment around the roots, bacteria compete against each other for root colonization and nodulation. Rhizobium johnstonii is capable of catabolizing erythritol, a known pea root exudate. Previous deletion mutation of the catabolic genes (Yost et al., 2006) created strains unable or with reduced ability to grow on media containing erythritol as a sole carbon source. Subsequently, the mutant strains were impaired in their ability to compete against the wild type to colonize pea root cells. In this study, I expanded the investigation to include lentils and vetch, alongside pea, to assess competition between wild type and mutant strains in different legume plants. It was determined that erythritol catabolism is important for Rhizobium for successful colonization and nodulation of all three legume species. In this research, I demonstrate that the capacity to catabolize erythritol is an important trait that is required across all these three plants. Previous deletion mutations in the transporter genes resulted in strains with reduced growth rates compared to the wild type when grown on minimal medium with erythritol as the sole carbon source. Non-specific transporters can sometimes facilitate the uptake of similar molecules, even if they are not the primary substrate, although their involvement in erythritol uptake remains unclear. To further explore this, I employed an IN-seq library and TRANSIT analysis, but these approaches did not reveal any additional specific transporters responsible for erythritol uptake in Rhizobium johnstonii bv. viciae VF39sm mutants. The IN-Seq approach may not be effective for identifying erythritol transporters due to the redundancy of alternative transporter systems. Additionally, metabolic flexibility and compensatory mechanisms might explain the observed growth on erythritol, as bacteria are able to adapt by upregulating various transporter pathways under selective pressure. In 2022, Mullock observed the upregulation of rhi genes (rhizosphere induced genes involved in a quorum sensing system) in Rhizobium johnstonii bv. viciae 3841 when growing on erythritol and compared the results with growth of this strain on mannitol, suggesting that erythritol may act as a signaling molecule in the rhizosphere. Now the key question is whether erythritol functions as a signaling molecule in the rhizospheres of lentil, pea, and vetch plants, in addition to serving as a carbon source. To investigate the role of erythritol as a signaling molecule rather than solely a carbon source, I integrated rhiA promoter-gusA fusions into wild type, catabolic and transporter mutant strains to measure gene expression through the GUS assay. rhiA is part of the rhiABC operon, which is involved in the quorum sensing system of Rhizobium and plays a role in the regulation of genes associated with rhizosphere-induced proteins. While β-glucuronidase activity was detected, it did not show consistent trends in expression patterns across strains. Therefore, further investigation is suggested to characterize the role of erythritol as a signaling molecule for regulation of genes not involved in erythritol catabolism.","Nasrollahishirazi, Mina.",2024,MSc,Regina,Mina Nasrollahishirazi,University of Regina
"Sedimentology and Biostratigraphy of the Chorgali Formation, Potwar and Hazara Sub-Basins, Upper Indus Basin of Pakistan: Implications for the Closing Stage of the Eastern Neo-Tethys Ocean.","The Chorgali Formation is a hydrocarbon-producing lithostratigraphic unit that occurs in different sub-basins of the Indus Basin in northern Pakistan, such as Potwar and Hazara sub- basins. The formation is part of a very thick carbonate succession deposited in the eastern Neo- Tethys Ocean shelf. It conformably overlies on early Eocene Sakesar Formation in southern Potwar sub-basin and lies on Margala Hill Limestone in the northern Potwar sub-basin and Hazara sub-basin. The Chorgali Formation is either covered by Miocene continental deposits of Murree Formation (Himalayan molasse deposits) or middle Eocene mixed clastic-carbonate succession of marine to continental beds of the Kuldana Formation. This study addresses the Chorgali Formation of the Potwar and Hazara sub-basins. This study intends to explore the spatial and temporal evolution of the Chorgali Formation as preserved in the Hazara and Potwar sub-basins and analyze it within the regional tectono-eustatic context. Six sections in the Potwar sub-basin and two sections in the Hazara sub-basin were studied; they give an average thickness of 32.5 m for the formation. Field observations and petrographic analyses of the studied sections allowed the recognition of nine lithofacies units (LF1-LF9) for the Chorgali Formation. These lithofacies include Calcareous Sandstone (LF1), Intraclastic Dolomitic Packstone (LF2), Algal-miliolid Mudstone (LF3), Coralline Algae Mudstone (LF4), Assilina-Nummulites Floatstone (LF5), Mixed Benthic-Planktonic Foraminifera Wackestone (LF6), Benthic Foraminifera Rudstone (LF7), Shale Lithofacies (LF8), and Planktonic Mudstone (LF9). The sedimentary features and fossil associations of the formation suggest that deposition of the formation took place in a homoclinal carbonate ramp characterized by low to moderate energy hydrodynamic conditions. The LF1 to LF5 association represents inner ramp, whereas the LF6 to LF9 association represents mid-ramp accumulations. Biostratigraphically important Larger Benthic Foraminifera (LBF) in the formation include, Assilina spinosa, A. sub-spinosa, A. laminosa, A. granulosa, A. placentula, Nummulites atacicus, N. globulus, N. mamillatus, Lockhartia conditi, L. tipperi and Alveolina indicatrix. These LBFs indicate an age range of late Paleocene to middle Eocene. By considering the age ranges of these index fossils and formation's stratigraphic position (i.e., between middle Ilerdian Sakesar Formation/ Margala Hill Limestone, and upper Cuisian Kuldana Formation), the Chorgali Formation can be regarded as late Ilerdian to lower Cuisian (53 - 51.5 Ma) in age. The stratigraphic position and age of the formation indicate that it evolved in a time in which the eastern Neo-Tethys Ocean was getting more restricted as the Indo-Pakistan Plate moved farther to the north and got closer to collide with the Eurasian Plate. The collision event was diachronous (~ 55 Ma to 41 Ma, from east to west). Thus, the deposition of the formation took place at the stage of the initial collision, basin closure and latest stage that heralded the demise of the carbonate platform. Sedimentologic properties that potentially indicate signatures of basin closure and relative sea level drop are present in the uppermost part of the Chorgali Formation. These features include, 1) localized sandy facies (LF1), 2) localized supratidal intraclastic dolomitic packstone (LF2), and 3) localized pedogenic features such as, karstified surface, dolomitized algal mats, evaporite nodules and flat pebble breccia that collectively underscore exposed to restricted marine conditions, were recognized in the uppermost part of the formation in other parts of the Potwar sub-basin by previous researchers. Previous work has also indicated that Oxygen and Carbon isotopic signatures of the dolomitic unit indicate mixed marine-meteoric origin. The Kuldana Formation that conformably overlies the Chorgali Formation, is dominated by shallow marine siliciclastic succession with subordinate carbonate interbeds in its lower part. However, in other places, the Kuldana Formation contains continental clastic lithology with freshwater vertebrate fossils (e.g., crocodilia fossils). These evidences clearly indicate that the Chorgali Formation represents deposition during the latest stage of the closure of the eastern Neo-Tethys Ocean and consequently, the demise of the carbonate platform.","Khan, Muhammad Tufail.",2022,MSc,Regina,Muhammad Khan,University of Regina
"Self-Compassion, Psychological Flexibility, Hardiness, and a Hint of Harmonious Passion: The Recipe for Building Athletes Adaptable to the Stress of Sport Related Injury.","Due to the recognition that sport related injury be approached from a biopsychosocial perspective, there has been a push for deeper psychological exploration in research. This has led to interest in two main areas: 1) identifying the psychological variables that may play a role in making an athlete more prone to injury, and 2) an athlete's emotional, cognitive, and behavioural response to injury and how they influence the rehabilitation process (Almeida et al., 2014). As a result, the study presented in this dissertation explored the psychological factors believed to be important to athlete health. Using path analysis, two path models were presented and tested. The first model depicts the interaction between harmonious passion, self-compassion, psychological flexibility, hardiness, and perceived stress. The second, demonstrates the relationship between these variables when harmonious passion is replaced with obsessive passion and psychological flexibility is replaced with psychological rigidity. Multigroup invariance testing was then conducted in order to investigate possible variance between these psychological factors when athletes were separated into injured and non-injured groups. Two hundred and sixty-three athletes were included in this study and more than half of the athletes identified that they had experienced a sport related injury in the past year (n = 137, 52%). The results of the path analysis indicate that multiple psychological factors impact athlete perceptions of stress. Models met criteria for acceptable fit on all goodness-of-fit indices. However, the results of multigroup path analysis indicated that there were no differences in the relationships between psychological factors when athletes were separated into injured and non-injured groups.","Harris, Erin Marquise.",2022,PhD,Regina,Erin Harris,University of Regina
Sentiment Analysis Using Part-of-Speech-Based Feature Extraction and Game-Theoretic Rough Sets.,"Sentiment analysis, one of the trending natural language processing tasks, is used to mine opinions or sentiments from a given text. There are two significant challenges in sentiment analysis. The first challenge is the complexity in data pre-processing caused by the high dimensionality of textual data. The second is the uncertainty in classifying sentiment polarities due to the ambiguity of natural languages. Existing research may lack an efficient and straightforward solution to resolve the first issue; or discuss the trade-off between accuracy and coverage regarding uncertain data. To address these issues, we propose a model using part-of-speech-based feature extraction to reduce dimensionality and game-theoretic rough sets (GTRS) to analyze the accuracy and coverage trade-off. We evaluate this model with three different datasets, Yelp reviews, IMDB movie reviews, and Amazon product reviews. The experiment results show that the proposed model outperforms Pawlak's rough set model and 0.5-probabilistic rough set model. In comparison with the sentiment analysis tool Valence Aware Dictionary for Sentiment Reasoning (VADER) and four traditional binary classification models (i.e., SVM, na¨ıve Bayes, decision tree, and KNN), the proposed model also achieves higher accuracy. This research suggests that the proposed model has achieved higher results of both accuracy and coverage, and is promising to deal with the complexity and uncertainty in sentiment analysis tasks.","Chen, Yixing.",2022,MSc,Regina,Yixing Chen,University of Regina
Social Interaction and Physical Activity among Rural Older Adults.,"Physical activity and social interaction are critical components in supporting health and well-being among older adults; therefore, there is significant merit in further exploration of the relationship between these concepts, particularly in rural settings where rates of physical activity are low. Social interaction is also associated with numerous health benefits to older adults; however, little research exists on the association between social interaction and physical activity among rural dwelling older adults. The current COVID-19 pandemic has also placed additional barriers on physical activity participation and social interaction, particularly among older adults who are considered a high-risk population where, in an effort to minimize transmission of the virus, self-isolation and physical distancing were recommended. The purpose of this dissertation was to explore what is known about social interaction and physical activity among older adults in rural communities through a scoping review of the literature, followed by a phenomenological study to better understand of the experience of social interaction and physical activity among the older adult population in a rural context during the COVID-19 pandemic. The scoping review produced 990 results, where 26 articles met the inclusion criteria. Although there were differences in the defining role and meaning of physical activity among the studies, findings indicated that physical activity and social interaction were important for many older adults in maintaining health; however, not all older adults preferred the social aspect of exercising with others. A rural environment often presented limited opportunities for participating in physical and social activities related to geographical location and other socio-economic factors. Using a social ecological model as a guide, data for the phenomenological study were collected from ten participants through individual telephone-based interviews. Findings revealed the inter-related aspects of individual and social factors that influence health promoting behaviours. For many, physical activity was socially motivated. The environment also had an impact on older adults' physical and social interaction, both positively and negatively. Participants in rural communities expressed a sense of community belonging, safety, and trust which fostered engagement; however, inhibiting factors included icy roads, lack of public transportation and limited services. COVID-19 restrictions also impacted the opportunities for many rural older adults to participate in physical activities and social events, leaving many participants feeling lonely and isolated. COVID-19 restrictions on social interaction provided some with a welcomed break from their usual daily responsibilities. Exploring social interaction and physical activity among rural dwelling older adults adds substantial value to rural-based research, targeting specific interventions that reflect the unique perceptions and experiences of rural older adults to support health and well-being throughout aging. The results of this research are useful in identifying modifiable factors to support and promote active engagement in physical and social activities; however, awareness of negative associations is needed when considering low physical activity rates and social interaction among rural older adults. As a scarcity of rural-specific studies was found in the scoping review, further research is needed to better understand the concepts in a rural environment as often physical and social interaction are experienced differently than in an urban setting.","Schmidt, Laurie Leigh.",2022,PhD,Regina,Laurie Schmidt,University of Regina
Statistical-Based Hydrological Simulation and Inference.,"Hydrological models have been used as essential tools for water resources planning and understanding the mechanisms in the water cycle. The rapid advance in information science and computational power in recent decades has encouraged hydrologists to solve water problems through data-driven approaches. To date, various statistical methods have been developed for hydrological simulation and inference (i.e., explain reasonings behind model response). However, many challenges arise from enormous uncertainties and complexities in the hydrological systems that greatly limit the usefulness of statistical models in terms of simulation accuracy and inference. Thus, there is a global need for advanced statistical models for robust hydrological simulation and inference.In this dissertation research, a set of statistical-based hydrological simulation and inference methods has been developed. They have improved upon the existing simulation efforts and helped gain reliable inferences. These methods include (1) a stepwise clustered regression tree ensemble (SCRTE) model that addresses the spatial autocorrelation of daily streamflow; (2) a Wilks feature importance (WFI) method that provides reliable variable rankings for supporting hydrological inference and simulation (through a stepwise clustered ensemble (SCE) model); (3) a baseflow-filtered stepwise clustered ensemble (BFSCE)model that helps gain insights towards sub-hydrological processes (i.e., baseflow, overland flow and interflow) in irrigated watersheds; (4) a joint probabilistic rainfall-runoff (JPRR) model that addresses the high-to-peak flow simulations and projections under climate change. The major contributions of this research are summarized as follows: (1) the proposed SCRTE model can effectively address the temporal autocorrelation of daily streamflow (i.e., a hydrologic effect that was inadequately reflected through conventional statistical models); (2) outstanding simulation performance has been achieved through the proposed SCRTE model compared with many well-known and advanced statistical models; (3) The proposed stepwise clustered ensemble (SCE) model has significantly improved the streamflow simulation performance of stepwise cluster analysis (SCA) by 66.1% based on a large dataset (i.e., 673 basins); (4) The knowledge learned from WFI can be transferred to other statistical models to improve their simulation performance, indicating the 'universal fitting' characteristic of WFI inference; (5) a process-based baseflow subtraction (from streamflow) has allowed statistical models to identify the critical information reflecting the overland flow and interflow process and thus help trace the origin of streamflow; (6) the hydrological inference from WFI has shown to be valid for both the entire streamflow process and its sub-processes (e.g., baseflow and overland flow); (7) the proposed JPRR model can be coupled with any existing statistical hydrological models to address high-to-extreme flow simulations and projections; (8) the hydrological projections from the JPRR model provide more reliable future flood risk assessment than conventional statistical models, enabling hydrologic infrastructural design under climate change. Findings and achievements from this research can help water-related decision-making, such as local flood risk management and irrigation schedule optimization.","Li, Kailong.",2022,PhD,Regina,Kailong Li,University of Regina
Systematic implementation and evaluation of an app-based community platform for assessing pain in long-term care facilities.,"Pain is under-assessed and under-addressed among older adults living in long-term care (LTC) facilities. The Pain Assessment Checklist for Seniors with Limited Ability to Communicate-II (PACSLAC-II) is a validated assessment tool for health professionals to assess pain in residents with dementia. A tablet app, based on the PACSLAC-II, has been shown to have clinical utility. This study involved the systematic implementation and evaluation of a new community platform that works in conjunction with an updated PACSLAC-II app. The community platform is comprised of (a) a quality indicator (QI) feature, which allows health care professionals to view and share their unit QI scores (e.g., frequency of resident assessments) with other units; and (b) a resource community portal (CP) feature aimed at facilitating user interaction and continuing education. The objectives of this study were to (1) evaluate whether pain Qis (e.g., frequency and timeliness of pain management interventions) improved with the use of the app (and each feature) compared to the LTC unit's regular pain assessment practices; (2) evaluate the impact of the use of the PACSLAC-II app and each of the new features on health care professionals' self-reported stress and burnout levels, and; (3) obtain the perspectives of health care professionals on the app and its specific features through semi-structured interviews. Based on the job-demand resource model, it was anticipated that LTC units assigned to use the app and both features would see the most gains in QI scores, reduced staff stress, and staff satisfaction with the app. This would be followed by units that were assigned to the app with only one feature, and lastly by units that had access to the basic app with no additional features. For the purposes of hypothesis testing, a minimum of 25% improvement in QI scores was considered to reflect meaningful change. This study employed a mixed methods multiple-baseline design across several LTC facilities. Eleven LTC facilities participated in this study and were randomly assigned to one of five conditions (App only, App + QI, App + CP, App + QI + CP, App + CP + QI). Complementing the unit data, 34 health care professionals completed self-report questionnaires and 32 participated in semi-structured interviews. QI data revealed improvements in QI scores compared to baseline regardless of experimental condition. Contrary to hypotheses, however, regression analyses showed that demographic data and utilization of the associated websites did not predict stress and burnout scores. Thematic analysis of staff interviews showed that a majority of participants expressed a preference for using the app as opposed to a paper version of the PACSLAC-II due to reasons such as the app's ability to provide useful information (i.e., resident pain graphs), increased data security, as well as its user-friendly interface and increased convenience. The overall increase in QI scores observed in the implementation period suggests that the utilization of the PACSLAC-II may be effective and feasible in improving pain assessment practices in LTC facilities. At the same time, QI gains were not maintained during a follow up period, likely related to unusually high competing demands on staff due to the COVID-19 pandemic. Nonetheless, the results of this study strongly support benefits of using the app version of the PACSLAC-II, although use of the extra features were not shown to confer additional advantages to frontline staff. As pointed out by some participants, the QI feature might prove more useful for facility administrators monitoring overall facility performance than to frontline nursing staff.","Tran, Vivian.",2022,MSc,Regina,Vivian Tran,University of Regina
The Erdős-Ko-Rado Theorem for Transitive Permutation Groups.,Library / Theses Canada,"Razafimahatratra, Andriaherimanana Sarobidy.",2022,PhD,Regina,Andriaherimanana Razafimahatratra,University of Regina
The Indian solution to the policy problem: Articulating Indigenous and colonial policymaking models using an Indigenous lens.,"A defining feature of the post-contact policymaking era between Western colonial governments and Indigenous communities was the creation of the so-called 'Indian problem' as an actual phrase used within colonial governments (Satzewich 1997; Episkenew 2009; Erasmus 2003). More than a phrase though, the 'Indian problem: was the misidentification of an issue that defined the relationship between Indigenous people and the colonial government from that point forward and it is the basic premise of all the paternalistic policies Indigenous people are still subject to in Canada, such as the Indian Act (1985). Though often referred to, the concept of the 'Indian problem' has yet to be properly unpacked from a theoretical policy perspective. For the purposes of this study, the phrase 'Western policymaking process' is used to denote the present-day policymaking process that evolved over time from the historical experience of European nations expanding into and colonizing Indigenous territories. The phrase encompasses more than a political history, but a policy tradition whereby colonial governments implemented their own forms of policymaking, such as the British during the colonization of Indigenous territories in the parts of the world now known as Canada, New Zealand, Australia and the United States. This policymaking process fails to create effective policies for closing the education, income and health gaps between Indigenous and non-Indigenous peoples in these countries. The resulting policy failures have led scholars to call for an examination of the policy process that looks at 'systemic and foundational rather than attitudinal and incidental' solutions (Maaka and Fleras 2005). In this new era of espoused reconciliation, we see that both Indigenous communities and the colonial government are calling for the same thing - a new relationship. How do we capitalize on this emerging rhetorical opening? Why do policies and programs continue to fall short of truly improving Indigenous health, education and socio-economic outcomes? It is within this new intellectual space that the disconnect starts to become clearer - we may have begun to change the rhetoric but the way policies and programs continue to be delivered has remained largely unchanged. This paper unpacks the concept of the 'Indian problem' utilizing western colonial policy theories to explain its permeance and endurance in modern day policies that continue to negatively impact Indigenous people. The western colonial policymaking model is also examined at its ontological, epistemological, and methodological levels via an Indigenous lens to expose its inherent limitations when applied in Indigenous contexts. An Indigenous research methodology is used to gather knowledge (collect data), make meaning (data analysis) and share stories (results) collected from ten participants affiliated with two Indigenous community partners - the All Nations Healing Hospital in Fort Qu'Appelle, Saskatchewan and Papa Ola Lokahi, a health service/advocacy organization with locations throughout the Hawaiian Islands. Through a combination of 'talking story' sessions, archival research, and a review of Indigenous methodologies, an Indigenous policymaking model is articulated from its ontological and epistemological roots to its methodological approach. This model is presented as an experiential, multi-media art installation featuring the Indigenous policymaking model painted on a moose hide.","Opikokew Wajuntah, Cassandra Joy.",2022,PhD,Regina,Cassandra Opikokew Wajuntah,University of Regina
The Schurian association schemes associated with parabolic subgroups of Coxeter groups.,"We determine all cases where double coset algebras of string Coxeter groups with respect to maximal parabolic subgroups have the involutive double coset property. For infinite affine string Coxeter groups, this property was only known to occur in the case of the vertex stabilizer for the types ˜C2 and ˜G 2, our new work adds the infinite Coxeter groups of type ˜Cn(n > 2) and ˜F4 to the list. Finite homomorphic images of these groups include the automorphism groups of abstract regular polytopes. An application of the above result is that polytopes of these types will always have polyhedral realization cones. We also investigate the algebraic structure of these double coset algebras from the association scheme perspective. We give an overview of their orders, ranks, commutativity, and character tables, investigate their nontrivial closed subsets, quotients and fusions, and look for possible relationships between the association schemes corresponding to various types. The data we generate leads us to make some new conjectures relating types B and D that we are able to confirm in some cases.","Shalabi, Roqayia Mohammad.",2022,PhD,Regina,Roqayia Shalabi,University of Regina
The cyclotomic eigenvalue and character value problems for association schemes.,"The central focus of this dissertation is an answer to the cyclotomic eigenvalue question (CEQ) for commutative association schemes. This question, which was posed by Simon Norton at Oberwolfach in 1980, asks whether all entries of the character table of a commutative association scheme lie in a cyclotomic extension of the rational numbers. In this thesis, we consider the cyclotomic eigenvalue question for objects that generalize the notion of association schemes. The objects in question are standard integral table algebras with integral multiplicities (SITAwIMs). Our main results show the eigenvalues of SITAwIMs of rank 4 and nonsymmetric ones of rank 5 are cyclotomic. This implies that the CEQ is affirmative for association schemes of rank 4 and nonsymmetric association schemes of rank 5. Moreover, for rank 5 symmetric SITAwIMs we give several examples that have noncyclotomic eigenvalues, and show the parameters for many of these examples satisfy all known parameter requirements for association schemes. Next, we provide an algorithm for computing fusions of a based algebra (A;B). We apply this algorithm to three problems: (1) computing fusion lattices for association schemes,of order up to 30; (2) realizing association schemes with transitive automorphism groups; (3) producing small examples of non-Schurian association schemes with noncyclotomic eigenvalues. We give an example of a group of order 96 for which two of its Schurian association scheme quotients have non-Schurian fusions with noncyclotomic eigenvalues. The latter is of interest to the open question asking whether association schemes with transitive automorphism groups can have noncyclotomic character values.","Maleki, Roghayeh.",2022,PhD,Regina,Roghayeh Maleki,University of Regina
The sustainability of Saskatchewan municipalities.,"Although the municipal government is considered closest to the people, municipalities are not referenced in the Canadian constitution. Recognizing this gap, soon after joining the Confederation of Canada in 1905, Saskatchewan enacted a municipal act to regulate its rural and urban sectors. The province sought to ensure that citizens in urban municipalities were provided with municipal services such as water and sewage treatment, medical services, and recreation and that rural municipalities served agricultural land with roads, bridges, and other necessary infrastructure. The critical difference between urban and rural municipalities lies in population density, governance structure, and the types of services and infrastructure provided. Urban municipalities serve more densely populated areas with a range of services, while rural municipalities serve less populated, often agricultural regions focusing on maintaining roads and supporting agriculture. That said, in their role in supporting agriculture and industry, urban municipalities became regional economic hubs. With technological advancements in the agriculture industry and urbanization rates, the average farm size went from 160 acres under the 1872 Dominion Lands Claim Act to approximately 1,700 acres by 2021. The result has left many communities with shrinking populations. Roughly 166 of the existing 775 communities in Saskatchewan have more than 1,000 people, while 130 have less than 100 people. How sustainable are communities with such small populations? Given that the municipal legislative framework belongs to the provincial government, the research questions in this project seek to investigate why the provincial government refused to consolidate municipal governments despite data-supported arguments, including the recent Taskforce on Legislative Renewal led by Dr. Joe Garcea in 2000. This research aims to understand why the provincial government has forced the amalgamation of the school board system but has yet to restructure municipal governments despite previous attempts. This study develops a single case study using qualitative methods to analyze municipal governments in Saskatchewan. I collected and analyzed interviews with current and past municipal leaders, examining the data against the veto players' power theory developed by Dr. George Tsebelis, which employs historical institutionalism for its explanatory power to illustrate the resistance to change. The interview data are analyzed using the NVivo analytical platform, which allowed me to produce trend lines based on assigned attributes and codes. A total of 40 interviews were conducted and analyzed. During the data analysis phase of this project, several trends emerged. Veto players, such as the government of Saskatchewan and municipal leaders, have generally been far apart in their respective public policy positions regarding amalgamations. Municipal government leaders have historically demonstrated a strong status quo bias, resisted change, and, over time, produced path-dependent institutional processes. Municipal leaders have recognized that, eventually, there will be a need for amalgamations, but a bottom-up approach must drive this process. Three significant themes surfaced during the analysis of the data collected. First, the influence of historical institutional patterns leads decision-making processes down a path-dependent trajectory. A second theme based upon historical institutional introduced institutional change inertia by introducing status quo biases. Third, because municipal government leaders have varying opinions about amalgamation, MLAs are concerned about disturbing their voting base by forcing any modernization of the municipal sector. As the constitutional veto player governing the municipal sector, the provincial government will only foster sector modernization by incentivizing incremental change.","Nadeau, Jean-Marc.",2024,PhD,Regina,Jean-Marc Nadeau,University of Regina
