institution,institution_fullname,title,abstract,author,firstname_lastname,year,program,Category,prob_EEE
WLU,Wilfrid Laurier University,The influence of visual perspective on the cognitive effort required for mental representation.,"Mental representation is the process by which an individual simulates an event in their mind's eye. This process is the foundation of the ability to remember the past, engage in prospective thinking, or imagine fictitious scenarios. An individual can mentally represent any event through their own eyes-the first-person perspective or from the viewpoint of an external observer-the third-person perspective. The perspective of representation influences outcomes related to memory, visuospatial processing, affect, social cognition, clinical diagnoses, and language processing. In turn, an individual's tendency to favour either perspective is shaped by related factors.The current research consists of four experiments, designed to characterize and contrast the electrophysiological correlates of mental representation from each perspective and the associated cognitive load. To this end, electroencephalography (EEG) was used to capture changes in slow-cortical potentials (SCPs), while participants formed mental representations based on short sentences, from either visual perspective. SCPs have a longer duration than other event-related potentials (ERPs) and originate primarily in the cortex; SCP negativity was used to index the cognitive load associated with mental representation.Experiment 1 showed that third-person perspective imagining required more cognitive effort and that switching from the first- to the third-person perspective required more cognitive effort than performing the opposite switch. This difference was primarily observed in prefrontal electrodes, leading up to the perspective switch, at which point the effect the effect was observed across all but occipital electrodes. Third-person perspective events were rated as being easier to imagine when initially generated from the first-person perspective. Experiment 2 showed that concurrently manipulating personal pronouns and perspective cues did not effect reliable differences in SCP amplitudes but did influence the vividness of objects, locations, emotions, and the sense of touch. Experiments 3a and 3b showed that (morphosyntactic-given) temporal information modulated the impact of perspective on SCPs, during autobiographical memory (AM) retrieval/maintenance. Following perfective (but not imperfective) accomplishment cues, vividness ratings were higher for the first-person perspective.Discussions further interpret and contextualize these novel results. Together, the current experiments showed that SCP amplitudes differentiated between first- and third-person perspective mental representation, but the timeline and magnitude of the observed differences varied greatly across experiments based on the influences of perspective-switching, lexical aspect (activities versus accomplishments), grammatical aspect (imperfective versus perfective), personal pronouns ('I' versus 'He'/'She'), and type of mental representation (imagined events versus autobiographical memories). These variations occurred despite the consistency of the experimental stimuli and their presentation, across all experiments. As such, recommendations are provided for greater control of these factors in further SCP-based research.","Hong, Jeffrey P.",Jeffrey Hong,2024,PhD,other,0.18833366582436362
WLU,Wilfrid Laurier University,Thinking About Making a Connection: Exploring the Role of Metacognition in Recognition Memory for Associative Information.,"In a set of six experiments, the relation between metacognition and associative memory was explored. The purpose was to determine whether the metacognitive behaviors that are used with item memory are also used with associative memory. Different memory systems have separate underlying processes which can cause mnemonic strategies to only be useful for some types of memory. People use metacognition to monitor and control their memory; however, it is uncertain whether metacognitive monitoring and control are the same for different types of memory. The research presented in this dissertation demonstrates the similarities and differences between metacognitive behavior for item and associative memory. In the first three experiments, presented in Chapter 2, several metamemory measures were explored including: Judgments of Learning (JOLs), Confidence Judgments (CJs), study time allocation, and response latencies. Each experiment used a different set of stimuli that are known to have different effects on associative recognition memory, this provided an opportunity to observe the outcome of the metacognitive measures under unique conditions. First, related and unrelated word pairs were recognized equally well, however related pairs had higher hit rates and higher false alarm rates compared to unrelated pairs. Participants allocated less study time to related word pairs because they were more confident in their ability to remember them than unrelated word pairs. Second, concrete word pairs had better discriminability, higher hit rates, but lower false alarm rates than abstract word pairs. Therefore, concreteness facilitated associative recognition memory, however participants showed no difference in confidence or study time allocation for concrete and abstract word pairs. Third, picture pairs had better discriminability, higher hit rates, but lower false alarm rates than unrelated word pairs. Similar to concreteness, these results showed that pictures facilitated associative recognition memory. ii Despite the benefits of pictures and concreteness, participants showed no difference in confidence for these types of stimuli which is theorized to be a result of differences in metacognitive beliefs. Unlike previous findings which showed that concreteness is believed to facilitate item memory, this belief does not apply to associative memory. In the second set of three experiments, presented in Chapter 3, procedural changes were made to facilitate study behavior. There were no changes in study behavior even after participants gained experience with the experimental procedure. Similarly, they did not incorporate the corrective feedback that they were given on their responses during the memory test into their study strategies. Lastly, JOLs for concrete word pairs were more accurate when they were collected after a short delay rather than immediately after each study pair. These experiments demonstrate a consistent pattern of study behavior that is difficult to change without explicit intervention. However, the finding that delaying the time when JOLs were collected had a positive effect on their accuracy suggests that useful strategies that have been found for item memory can similarly be useful for associative memory.","Doyle, Mario E.",Mario Doyle,2022,PhD,other,0.31012773313736797
WLU,Wilfrid Laurier University,Three Essays On Improving Patient Access To Specialized Services.,"This dissertation studies how patient access to specialized services in referral networks can be improved. The first study focused on optimizing and coordinating referral and scheduling decisions in a centralized referral network. I proposed a bi-level optimization model which enables the referrer to make optimal decisions for different scenarios based on available capacity in the network and operational competency levels of surgeons. First, I derived optimal scheduling policies for each surgeon in the network. Next, optimal referral decisions for the central referrer were derived for each capacity scenario. Finally, I studied how incorporating fairness in referral decisions can impact patient access to surgeons.The second study applies deep reinforcement learning (DRL) algorithms in centralized referral networks that help referrers make optimal decisions during the patient referral process while considering different challenges such as distance of the patient from the specialist and wait time. First, I studied the potential impact of using these algorithms in a single centralized referral network. Next, I defined a general framework under which two adjacent centralized referral networks that are applying DRL algorithms can collaborate. Finally, I studied how governments can motivate networks to collaborate and what the impact would be of this collaboration on patient access to surgeons.The third study focuses on the patient referral process in the Waterloo Cataract referral network. First, I analyzed the data and three different ways that are practiced by the network to refer patients to surgeons. Next, I simulated the whole network and studied how changing current referral policies or adding more surgeons to the network can impact patient access to surgeons.","Mahmoudian Dehkordi, Amin.",Amin Mahmoudian Dehkordi,2022,PhD,other,0.19382827575316164
WLU,Wilfrid Laurier University,Three Essays on Corporate Debt Contracting and Innovation.,"This dissertation comprises three essays investigating topics in Corporate Debt Contracting and Innovation. The first essay examines the relation between Passive Institutional Ownership (IO) and debt covenants. Using Russell 1000/2000 annual index reconstitution as a source of exogenous variation in passive IO, I find that passive IO leads to reduced covenants in the bond market. Specifically, I find that passive IO leads to reduced (a) Investment, (b) Dividend restriction, and (c) Subsequent financing restriction. However, I observe weaker results for loan covenants, implying that loans, usually collateralized, are less sensitive to changes in passive ownership. The overall effect of passive ownership on bond covenants supports the argument that passive institutional investors are effective monitors, and their interests are closely aligned with creditors', thereby lowering monitoring costs for creditors and reducing dependence on tighter bond covenant restrictions. The second essay investigates how labor union strength may influence private and public debt covenants. We employ fuzzy Regression Discontinuity Design (RDD) and use plant-level union election outcome data for firms (between 1977 and 2020) as quasi-exogenous shock to examine the effect of labor unions on firm-level loan as well bond market covenants. Our extensive RDD analysis shows that unionization leads to significantly lower covenants in public bond issuances and in particular reduced levels of (a) Investment, (b) Subsequent financing, and (c) Event-related bond restrictions. Loan markets show limited evidence of covenant reduction implying that bank lending, typically collateralized, is less sensitive to labor market frictions. Firm-level channel analyses show that following successful union elections, stronger unions help mitigate the agency risks and reduce covenant threshold in firms with other forms of monitoring in place (i.e., firms in highly competitive product markets, firms with high institutional ownership, firms with high credit ratings, and firms with better corporate governance). Sub-sample analyses based on firm characteristics show that the negative effect of union on covenant is stronger for firms with higher level of risk ex-ante (i.e., firms with higher RD investment ratio, firms with higher leverage ratio, and firms with lower profitability 3 ratio). Our results are therefore consistent with the argument that lenders' and unions' interests are closely aligned in non-bankruptcy states, thereby leading to lowering monitoring costs for creditors and reduced dependence on tighter bond covenant restrictions. The third essay investigates whether peer firms' R&D activities increase the focal firm's tendency to engage in discretionary R&D spending. Building upon network concepts and using Panel Data on US innovative public firms, we show that peer firms' R&D activities indeed increase the focal firm's tendency to engage in discretionary R&D spending. Further analyses show that this effect is weaker for firms with high incentive to engage in earnings management. Such firms include (a) firms suspected to manipulate their earnings, (b) firms engaging in SEO in the following year, (c) firms with low institutional holding, and (d) firms with low profitability. Our sub-sample analyses suggest that the potential benefit from enhanced innovation productivity (due to reduced earnings management through R&D) is of second-order importance compared to firms' incentive to engage in earnings management.","morohunfolu, olaleye.",olaleye morohunfolu,2024,PhD,other,0.25909904536975503
WLU,Wilfrid Laurier University,Three Essays on Corporate Finance and Applied Econometrics.,"This dissertation comprises three essays that investigate topics in corporate finance and applied Econometrics.The first essay examines how digital credit, a Fintech technology, improves micro-business owners' performance by comparing an economically important but often financially disadvantaged group, migrants, with their comparable natives. Using the data on micro-business owners registered with the largest Fintech firm in China, we find that with the access to microloans, migrants achieve greater business revenues compared to their native counterparts. The differential impact of Fintech on migrants versus natives is more pronounced in the businesses with more financial constraints, in more economically developed areas, for more risk averse business owners, and among the owners who are relatively new to the Fintech platform. Overall, our findings support that Fintech improves financial access and business performance for the financially excluded population.The second essay applies factor model into selecting a subset of assets for (partial) index replication, based on the latest research on factor models of large dimensions. Our method automates the asset selection process and reduces cost for passive fund managers who finds full replication infeasible or too costly. Our selection methodology is consistent as the sample size and the number of assets jointly approach infinity. Monte Carlo experiments show that our estimated index replica tracks the underlying index with relatively small tracking errors in finite samples. We show the applicability of the method by tracking the S&P 500 equally weighed index and the MSCI USA Small Cap index with promising out-of-sample performance.The third essay explores another application of factor model on price discovery. We investigate how market completeness influences the price discovery process in the option market, by studying how the introduction of new option contracts on the S&P 500 index has changed the distribution of information content among all S&P500 index options. Using a novel methodology, we quantify the daily contribution of an individual option contract to price discovery. Our results show dramatic changes during the sample period between 2004 and 2018. We document an important shift in price discovery from call to put options, and from long-term contracts to short-term contracts. Our results also suggest that due to market frictions, market completion does not immediately lead to changes in information shares.","Jiang, Pan.",Pan Jiang,2022,PhD,other,0.24308044015265406
WLU,Wilfrid Laurier University,Three Essays on Risks in the Option and CDS Markets.,"This dissertation comprises three essays investigating topics in insurance on debt and equity. The first essay utilizes patent groups as an indicator of technological proximity and demonstrates that climate risk associated with technology-related firms can predict the next quarter's Credit Default Swap (CDS) for the focal firm. The findings indicate that a 24 basis point (bps) change in the next quarter's CDS can be attributed to the spillover effect from technology-related companies. Sentiment analysis reveals that this outcome is primarily driven by concerns related to regulatory factors. Importantly, these results remain robust even after accounting for firm-specific characteristics and industry-fixed effects. Additionally, the observed effect is more pronounced among smaller firms with lower levels of Research and Development (R&D).The second essay investigates the COVID-19 crisis that prompted unprecedented government interventions to stabilize global financial markets. Focusing on the Federal Reserve's intervention in the corporate bond market in 2020, we explore the implications that this credit support event had on equity and corporate bond insurance costs. Our findings reveal a significant reduction in insurance pricing for program-participating companies, indicating the far-reaching influence of the Federal Reserve's announcements on market dynamics. This impact spans various maturities, underscoring a fundamental factor driving risk across different time frames. We employ a difference-in-difference methodology and structural credit risk modeling to quantitatively assess the credit support impact on corporate securities insurance costs. The intervention effectively mitigates credit risk, stabilizingmarket prices and altering credit perceptions among participants.The third essay sheds new light on how changes in corporate governance may impact firm value through the lens of option markets, focusing on shareholder activism via voting. Using an extensive sample of 61,150 annual shareholder meetings during the period 2003 to 2019 and associated firm- level daily option market price data, our difference-in-differences tests reveal that shareholder votingis associated with significantly greater risk reduction in option prices for contentious (treated) versus non-contentious (control) meetings. The risk reduction in long-dated option contracts, maturing post shareholder-meeting dates, arises mainly from two sources: (a) significant decreases in both implied volatility and tail risk measures, as well as (b) significant decreases in option risk from both contentious shareholder and director proposals. Our cross-sectional tests reveal that impliedvolatility and tail risk reduction are predominantly found among firms with higher information asymmetry, i.e., less competitive firms, smaller firms, and high-growth firms. Our study contributes to the literature by unpacking the effects of corporate governance changes in the context of option markets.","Sadeghi, Seyed-Erfan.",Seyed-Erfan Sadeghi,2024,PhD,other,0.23917302782573213
WLU,Wilfrid Laurier University,"Three Essays on the Impacts of Tax Planning and Earnings Management on the Informativeness of Taxable Income, Book Income, and Cash Flows from Operations.","This dissertation comprises three independent but highly related essays that investigate the effects of tax planning and/or earnings management. The first essay investigates how high tax planning and/or aggressive earnings management affect the relative and incremental value-relevant information of taxable income, book income, and cash flows from operations (CFO). Regarding the effects of tax planning, first, I postulate and show that high tax planning reduces the relative and incremental information of taxable income to CFO. Second, high tax planning increases the relative and incremental information of CFO to the combined information set of taxable income and book income. Third, high tax planning also increases the relative and incremental information of CFO to book income. Concerning the effects of aggressive earnings management, I predict and show that the incremental information of CFO to book income and the combined information set of taxable income and book income, respectively, is increased for firms aggressive in earnings management. With respect to the combined effects of high tax planning and aggressive earnings management, I conjecture and find strong evidence that the relative and incremental information of CFO to either book income or the combined information set of taxable income and book income is increased for firms aggressive in both tax planning and earnings management.The second essay examines aggressive earnings management, high tax planning, and their joint impacts on the persistence of book income and its components. First, I predict and show that aggressive earnings management reduces the persistence of discretionary accruals and thus the persistence of total accruals and book income. Second, I postulate and demonstrate that high tax planning reduces the persistence of CFO and thus the persistence of book income. Third, I find that, jointly, aggressive earnings management and high tax planning reduce the persistence of discretionary accruals and CFO and thus the persistence of book income. Finally, I demonstrate that firms aggressive in both earnings management and tax planning exhibit the least persistent total accruals, CFO, and book income.The third essay investigates how tax planning affects the predictive ability of taxable income for firms' future operating performance. Prior studies show that taxable income contains information about future earnings and positively predicts firms' future performance. However, I postulate and find that high tax planning reduces the predictive ability of taxable income for future performance, which is proxied by one-, two-, and three-years-ahead CFO and book income. This finding suggests that investors should take into account the level of the firm's tax aggressiveness when using taxable income to predict a firm's future performance. In sum, the findings of this dissertation are of interest to both the accounting professionals and the capital market participants. Overall, this dissertation contributes to the earnings management literature and tax planning research.","chen, yong qiang.",yong chen,2022,PhD,other,0.3877531173795846
WLU,Wilfrid Laurier University,"Towards ending incarceration of Indigenous peoples in Canada: A critical, narrative inquiry of hegemonic power in the Gladue report process.","AbstractThis study is concerned with the possibility that Gladue perpetuates the hegemonic powers of settler colonialism, white supremacy, patriarchy, and neoliberalism. Gladue is intended to remediate systemic anti-Indigenous racism by requiring judges to consider all alternatives to incarceration when sentencing Indigenous peoples, yet Indigenous incarceration rates continue to rise precipitously. On the surface, Gladue does not appear to disrupt the hegemonic status quo. How is it that the Canadian state, even when 'remediating,' keeps producing the same - colonial, oppressive, and tyrannical - result?This qualitative study used a critical, narrative methodology, interviewing Gladue report writers (n=9) and judges (n=12) about their perspectives and experiences with Gladue, particularly Gladue reports. The study purposefully emphasized settler accountability - research as reparation - in the research design, data collection, and analysis. A careful, ethical protocol for researching with Indigenous peoples (n=9) was followed, premised in Truth and Reconciliation 'Call to Action' number 30 to reduce Indigenous incarceration in Canada.This study found that Gladue is falling short of achieving its systemic aim because of (a) a hyper-individualistic, dehumanizing configuration that discursively shifts judges away from dealing with the systemic issue of anti-Indigenous racism, towards judging the individual Indigenous person before the court; (b) colonial mentalities (e.g., whiteness and patriarchy) persisting in the process; (c) a lack of funding for Gladue writers, as well alternatives to incarceration, constraining judges' capacities to divert Indigenous away from prisons. The study points towards the need for a more radical framework for Gladue that honours Indigenous self-determination and foundational treaties such as the Two Row Wampum.","Oudshoorn, Judah.",Judah Oudshoorn,2023,PhD,other,0.12223929612440743
WLU,Wilfrid Laurier University,Toxicity of the Technology Critical Elements Germanium and Yttrium to Daphnia magna and Hyalella azteca and the Influence of Toxicity Modifying Factors.,"Technology critical elements (TCEs) are increasingly used in high and green technologies but there is little aquatic toxicity data for TCEs, particularly in fresh water. The objective of this study was to investigate the toxicity of two TCEs, Ge and Y, to Daphnia magna and Hyalella azteca and to understand the role of natural organic matter and cations on toxicity modification. Testing followed standard methods. The 48 h EC50 for D. magna was 11.6 (95% CI of 9.64-13.8) mg Ge/L based on measured dissolved concentrations at test end. The addition of NOM at 10 mg DOC/L resulted in a significant three-fold increase in EC50 value but not all sources produced this protective effect. For H. azteca, the 96 h EC50 was 8.65 (7.24-10.4) mg Ge/L and tests with NOM showed no protective effect. The 14-d chronic EC20s for H. azteca were 0.17 (-0.34-0.68) and 1.83 (0.15-3.51) mg Ge/L for survival and growth. NOM did not show a protective effect. Tests with Y on D. magna were done in a medium with hardness of 50 mg CaCO3/L at pH 6.8. Yttrium did not precipitate in acute exposures however, in chronic tests adsorption to food occurred. Dissolved Y concentrations in the NOM added tests were higher than the corresponding concentrations in medium without NOM. The 48 h EC50 was 217 (182-262) mg Y/L (based on dissolved Y at test end). NOM at 10 mg DOC/L, 1.5 mM CaCl2, and 3 mM NaCl) resulted in significant protection against acute Y toxicity to D. magna. In the unmodified medium, the 21-d chronic EC20s were 0.39 (0.10-1.52), mg Y/L, 9.59 (5.78-15.9), and 17.7 (95% CI na) mg Y/L for reproduction, wet weight, and dry weight. Additions of NOM and CaCl2 did not produce a clear protective effect for survival, reproduction, nor growth but in general, the results suggest a protective influence for NOM and Ca2+. The study contributes data towards understanding the toxicity of Ge and Y and the importance of toxicity modifying factors for improved ecological risk assessment of Ge and Y.","Shah, Rashid.",Rashid Shah,2022,MSc,other,0.24876445825995286
WLU,Wilfrid Laurier University,Transformations Towards Just Urban Sustainabilities: A community psychology approach to analyzing and fostering urban changes.,"Cities are uniquely positioned to drive social change towards more just and sustainable futures. However, while discourses of 'transformations towards sustainability' have gained prominence, their focus on integrating equity and justice and tackling the root causes of current unsustainabilities is lacking. This document outlines a research endeavor aimed at analyzing and fostering urban sustainable transformations from a community psychology perspective. This research is based on the assertion that without radical change based in equity and justice considerations, transformative efforts fail. First, a theory of just urban sustainable transformations (JUST) is suggested that draws on urban transformations and just sustainabilities scholarship. Then, a case study is reviewed that aims to create the conditions necessary for JUST through adequate affordable housing provision. Processes and structures of change are analyzed and discussed. The findings are then applied in the context of higher education, by suggesting a higher education teaching & learning framework for just urban sustainable transformations - the JUST course. It builds upon critical global citizenship and transformative education. The document concludes with a brief discussion and the role of cities in taking action.","Dreyer, Bianca C.",Bianca Dreyer,2023,PhD,other,0.16014831735393287
WLU,Wilfrid Laurier University,"Understanding the Significance of Object Recognition in Cowbirds: Exploring the Interplay of Cognition, Social Behaviour and Reproductive Success.","Every day, animals use cognitive processes to make decisions in their environment such as those regarding food sources, threats and mates. One such important process provides the ability to recognize objects and individuals in order to guide future actions. Since object recognition and individual recognition are related processes, they may be linked to social cognition and to fitness; links not commonly explored in the literature. In this thesis I seek to examine (1) how brown-headed cowbirds (Molothrus ater) attend to and react to novel objects in their environment and (2) how this ability to recognize objects is related to social cognition and fitness. To test object recognition, I adapted object recognition tasks commonly used in other species into a test battery suitable for a wild bird. Together these experiments evaluated object recognition, memory of an object's location, memory of an object's context, and finally episodic-like memory. The results indicated that cowbirds demonstrated spontaneous object recognition as well as memory for objects within a context, but did not demonstrate a distinction in changes in object location or in the episodic-like memory task. When these results were compared with the bird's social interactions, individuals who were most reactive to novel objects and objects in an unexpected context also preferred to interact more with familiar individuals as opposed to novel individuals. This indicates that object recognition capabilities may extend to individual recognition. I also found that individuals who were most reactive to objects in a surprising context were those who were best at selecting high quality social information to imitate foraging choices. Furthermore, when comparing the results of the 4 experiments with the reproductive success of these birds, I found that individuals who performed the best on the object recognition tasks also produced fewer eggs indicating that there may be a cost associated with using cognitive mechanisms for object recognition and memory. Overall, cowbirds have the ability to identify novel objects in different contexts, and this ability relates to social behaviour and reproductive success.","Rushton, Eric.",Eric Rushton,2024,MSc,other,0.4541708810507262
WLU,Wilfrid Laurier University,Utilization of the Yamamoto Cyclotrimerization Reaction Towards the Synthesis of Polycyclic Aromatic Compounds.,"The overall theme of this research was to synthesize and study the structure-property relationships of novel polycyclic aromatic compounds capable of self-assembling to form liquid crystalline, and microporous structures, as well as molecules capable of molecular recognition. The unifying theme that connects this research is the utilization of the Yamamoto coupling reaction to access the desired polycyclic aromatic hydrocarbon targets. More specifically, the scope of the Yamamoto coupling reaction was explored for the synthesis of electron-deficient triphenylene derivatives that are otherwise difficult to prepare. The molecules prepared via the Yamamoto coupling reaction are expected to be further utilized as intermediates for the synthesis of novel target materials. This thesis had three main goals. The first goal was the synthesis of electron-deficient triphenylene 1 via the Yamamoto coupling reaction followed by the study of the influences of thionation on the liquid crystalline and electron properties through the synthesis of 2. In the second goal, we sought to prepare electron-deficient triphenylene 3 via the Yamamoto coupling reaction and use as a building block towards the preparation of a covalent organic framework 4. Finally, we investigated a novel route to access an extended tetraphenylene derivative 5. Thus far, targets 1 and 2 have been prepared in 65% and 60% yield, respectively and the affects of thionation on the mesomorphic and electronic properties of 1 were investigated. Moreover, progress towards the synthesis of triphenylene 3 has been made, however, purification of 3 has proven to be difficult under the current conditions. Finally, important intermediates have been accessed in good yields towards compound 5, and its construction remains in progress.","LeDrew, Josh.",Josh LeDrew,2022,MSc,other,0.12119364615434991
WLU,Wilfrid Laurier University,Utilizing Ground-Penetrating Radar to Estimate the Spatial Distribution of Snow Depth over Lake Ice in Canada's Sub-Arctic.,"With the expected rise in air temperature, it becomes important to understand how snow will respond in different climate scenarios. The presence of snow over lake ice largely influences the ice thickness, and as Canada's Arctic and sub-arctic regions are experiencing warming at twice the global rate, concerns rise as changes in the snowpack will significantly impact northern communities that rely on lake ice as a means of transportation, source for drinking water, and feeding their families. The distribution of snow depth is highly sensitive to changes in climate over time, as such a slight increase in air temperature or change in precipitation can substantially alter snowpack dynamics, which in-turn, directly impacts the rate of lake ice growth. The heterogeneity of snow depth over lake ice is driven by wind redistribution and snowpack metamorphism which creates an inconsistent ice thickness across the lake. Currently, daily snow depth measurements are represented as one value, collected at a weather station on land, near lake shorelines, but previous studies show that this data is not representative of the distribution of snow across different landscapes, more specifically lake ice. Due to the exposed nature of lakes, it is shown that snow depth will be redistributed greatly over lake ice, as there is a lack of vegetation compared to land surfaces with differences in topography. To identify the snow spatial distribution, extensive snow depth measurements must be collected across the entire lake. However, the collection of accurate snow depth measurements over lake ice is challenging and requires a great deal of time spent in the field. Studies have explored the use of remote sensing techniques to map snow distribution over land, however our understanding of such over lake ice is minimal. Accurate measurements of the spatial distribution of snow depth over lake ice is limited due to logistical difficulties in manual measurement techniques (i.e., ruler, snow depth probe). This study presents the use of ground-penetrating radar (GPR) and in-situ observations (snow depth and density) to develop a systematic method to estimate the spatial distribution of snow depth over lake ice. Focused on four lakes located in the North Slave Region, Northwest Territories (Landing Lake, Finger Lake, Vee Lake, Long Lake) the snow depth is derived using GPR two-way travel time. Through utilizing a combination of ground-based techniques, this study proposed a methodology to ease the collection process required to get accurate snow depth measurements on a larger spatial scale than current methods allow. The findings of this thesis will benefit the snow and ice community as we can increase our availability of accurate snow depth data over lake ice through an efficient method of collecting larger snow depth datasets. Specifically, with the availability of snow depth data over lake ice, the accuracy of thermodynamic lake ice model can be improved significantly.","Pouw, Alicia.",Alicia Pouw,2023,MSc,EEE,0.6841749684596439
WLU,Wilfrid Laurier University,Vapourized Cannabis Extract Administration Impairs Memory and Alters Neural Activity in Laboratory Rats.,"Although people have smoked cannabis for millennia, administration of cannabis by heating the dried plant material or distilled extracts to a temperature just below the combustion point (i.e., vapourization or 'vaping') has rapidly increased over the past few years (Javadi-Payder, Cole, and Taffe, 2018; Manwell, Charchoglyan, Brewer, Matthews, Heipel, and Mallet, 2014). Conversely, most of the cannabinoid research using rodent models has used parenteral routes of administration to examine the effects of purified cannabis extracts such as ∆9-tetrahydrocannabinol (THC), making it difficult to directly compare laboratory research to human drug use. Building on previous studies showing that THC injection in rats impairs memory via a CB1 receptor-mediated mechanism (Mallet & Beninger, 1998), the present study used the delayed-match-to-position (DMTP) task to show that acute exposure to a vapourized cannabis extract (three exposure levels and a control vapour condition) dose-dependently impaired memory in rats. Cannabis vapour-induced memory impairments were attenuated--albeit not significantly--by the CB1 receptor inverse agonist / antagonist rimonabant (3 mg/kg, i.p.). In a separate experiment, brains of rats were harvested 2 hours after exposure to cannabis or control vapour, then drug-induced changes in neural activity were quantified using Fos immunochemistry (IR). Results revealed that cannabis vapour significantly increased neuronal activity in the paraventricular nucleus of the hypothalamus (PVN), paraventricular thalamic nucleus, and the primary somatosensory cortex (S1). This study demonstrates for the first time that exposure to vapourized cannabis impairs memory in rodents, and also serves to provide a novel methodological approach to studying the effects of inhaled cannabis in rodents that better approximates modern human cannabis use. Further studies using this novel drug delivery system can be used to better inform public health guidelines and policy makers about the behavioural and physiological effects of vapourized cannabis.","Chladny, Megan.",Megan Chladny,2023,MSc,other,0.29376363566114616
WLU,Wilfrid Laurier University,Variation in mainland Northwest Territories late-winter muskox (Ovibos moschatus) density estimations and habitat associations above and below treeline.,"The Arctic and Sub-Arctic ecosystems are seeing accelerated changes in temperature, landcover, and consequently species abundance and distributions. Reliable distributions, and associated population density estimates, are essential for effective conservation and management efforts. Growing concerns from northern communities regarding the relationship between muskox and declining caribou populations strengthens the need for updated information on muskox populations within mainland Northwest Territories (NWT). The first objective for my research was to quantify and map updated winter estimates of abundance, density, and distribution of muskoxen within three recent survey regions located in mainland NWT, using a multiple covariate distance sampling method (MCDS), paired with density surface modelling (DSM). My second objective was to explore spatial and social predictors of muskox habitat associations to help infer the extent and potential causes of their contemporary southward expansion across mainland NWT. I tested two competing hypotheses that drive ungulate distributions generally across large spatial and temporal scales of high habitat heterogeneity, as encompassed by the study regions investigated here; muskox density and distribution may be driven by the nutritional landscape where environmental covariates representing high forage quality best predict muskox occurrence. Alternatively, muskox density and distribution may be driven by a predatory landscape, where environmental covariates that support antipredator grouping behaviours best predict muskox occurrence. Through my analyses I infer muskox populations are stable in northern regions (the Sahtú and Beaufort Delta regions) and growing in southern regions (the East Arm region) of mainland NWT; range expansion of muskoxen appears to be continuing southward beyond their historical boundary. I showed varying support for both hypotheses. Muskox density was best predicted by nutritionally important environmental covariates but muskox distribution did not uphold my nutritional hypothesis, while group size was often correlated with land cover that supports antipredator grouping behaviours. However, weak, and inconsistent results across all regions suggest that unmeasured environmental conditions that occur similarly in all regions may also influence muskox occurrence and grouping behaviours. Snow depth and predator occurrence may be important considerations for future investigation. I suggest continued and expanded aerial survey efforts and additional environmental data collected at finer spatial grains may help to inform future muskox density and distribution analyses across mainland NWT.","Rentmeister, Charlotte.",Charlotte Rentmeister,2024,MSc,EEE,0.8691333835045303
